id,title_en,title_de,language,faculty,cp,level,level_band,kind,primary_cluster,secondary_clusters,topic_tags,competencies,module_code,source,source_url,description_en,notes
fin-120506,In-Memory and Cloud-Technologies,,de,FIN,6,Master,advanced,course,data_eng,software_sys,in-memory; cloud; enterprise systems,Apply in-memory data management technologies; Understand cloud computing technologies for enterprise systems; Adapt data science methods to novel problems; Contribute digitalization solutions in interdisciplinary projects,FIN-INF-120506,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/in-memory-and-cloud-technologies,"Two-semester course on in-memory and cloud technologies for enterprise and information systems, bridging computer science and engineering domains.",
fin-120301,Individual Scientific Project,,en,FIN,6,Master,core,project,methods_skills,,scientific project; independent research,Work independently on a scientific question; Acquire in-depth knowledge in a specialized field; Present and interpret results in oral and written form; Assess the significance of research results,FIN-INF-120301,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/individual-scientific-project,Individual scientific project where a student independently investigates an agreed research question under supervision and presents the results.,
fin-999808,Introduction to Computer Graphics,,en,FIN,5,Master,introductory,course,viz,,computer graphics; rendering; ray tracing; rasterization,"Understand the basic concepts of computer graphics; Create a rendering program; Apply transformations, clipping, rasterization and anti-aliasing; Implement lighting, texturing and visibility; Apply ray tracing techniques",FIN-INF-999808,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-visual-computing-from-summer-2026-wct/page/introduction-to-computer-graphics,"Introductory course on computer graphics covering modeling, transformations, clipping, rasterization, lighting, texturing, visibility and ray tracing.",
fin-120440,Introduction to Computer Science for Engineers,,en,FIN,6,Master,introductory,course,software_sys,methods_skills,programming; data structures; algorithms,"Program in an imperative, object-oriented language; Reason about algorithm design and runtime; Apply fundamental data structures such as trees and hash tables; Implement sorting and searching algorithms; Analyze algorithm complexity with Big-O notation",FIN-INF-120440,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/introduction-to-computer-science-for-engineers,"Introductory computer science course for engineers covering programming, fundamental data structures, algorithms and complexity analysis.",
fin-102808,Introduction to Data Warehousing,,en,FIN,6,Master,introductory,course,data_eng,,data warehouse; etl; olap; business intelligence,Design and develop data warehouse applications; Apply the Extract-Transform-Load process; Build OLAP and multidimensional data models; Use data-warehouse-specific DBMS functionality; Optimize query execution for data warehouses,FIN-INF-102808,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/introduction-to-data-warehousing,"Introduction to data warehousing covering ETL, OLAP, the multidimensional model, indexing structures and business intelligence applications.",
fin-120521,Introduction to Deep Learning,,en,FIN,6,Master,introductory,course,ml_ai,,deep learning; neural networks; transformers,"Apply deep learning techniques to solve given problems; Build network architectures such as CNNs, RNNs and Transformers; Apply regularization and optimization techniques; Design and conduct deep learning experiments; Document work for reproducibility and transparency",FIN-INF-120521,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/introduction-to-deep-learning,"Introduction to deep learning covering neural network fundamentals, CNNs, RNNs, Transformers, regularization and experiment design.",
fin-120497,Introduction to Distributed Sensor Data Fusion,,en,FIN,6,Master,introductory,course,robotics,sim_num,sensor data fusion; distributed sensors; estimation,Design distributed sensor systems and networks; Process data across networks of sensors; Model measurement noise and errors; Apply distributed sensor data fusion methods; Compare and evaluate information-processing approaches,FIN-INF-120497,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/introduction-to-distributed-sensor-data-fusion,"Introduction to distributed sensor data fusion covering networked sensor systems, error modelling and methods for fusing sensor information.",
fin-120532,Introduction to Machine Learning Safety,,de,FIN,6,Master,introductory,course,ml_ai,software_sys,ml safety; robustness; adversarial; uncertainty,"Analyze typical failure modes of ML systems; Select test and evaluation methods for safety-critical ML; Assess uncertainty estimation, anomaly detection and robustness; Understand adversarial threat models and defenses; Reflect on regulatory and ethical conditions for ML deployment",FIN-INF-120532,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/introduction-to-machine-learning-safety,"Introduction to machine learning safety covering failure modes, uncertainty, anomaly detection, adversarial threats and regulatory considerations.",
fin-120345,Introduction to Simulation,,en,FIN,6,Master,introductory,course,sim_num,,simulation; discrete-event; stochastic modeling,"Analyze discrete, continuous and hybrid systems with simulation tools; Integrate initial value problems numerically; Carry out input and output analysis for stochastic models; Select an appropriate modelling paradigm; Perform and interpret a simulation study",FIN-INF-120345,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/introduction-to-simulation,"Introduction to simulation covering discrete-event, continuous and hybrid systems, numerical integration, stochastic models and simulation studies.",
fin-120522,Learning Generative Models,,en,FIN,6,Master,advanced,course,ml_ai,,generative models; gans; diffusion models; deep learning,Apply generative models to solve given problems; Train energy-based and autoregressive models; Build GANs and variational learning models; Apply flow-based and diffusion models; Design and conduct experiments with generative models,FIN-INF-120522,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/learning-generative-models,"Advanced course on learning generative models including energy-based models, autoregressive models, GANs, flow-based and diffusion models.",
fin-120517,Machine Learning,,en,FIN,6,Master,core,course,ml_ai,,machine learning; classification; decision trees; neural networks,"Create machine learning pipelines and algorithms; Implement decision trees, perceptrons and KNN classifiers; Apply Bayesian and instance-based learning; Perform cluster analysis and association learning; Evaluate predictive performance of classifiers",FIN-INF-120517,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/machine-learning,"Core machine learning course covering concept learning, decision trees, Bayesian and neural methods, clustering and hypothesis evaluation.",
fin-120315,Management of Global Large IT-Systems in International Companies,,en,FIN,6,Master,core,course,innovation_mgmt,software_sys,it strategy; project management; it governance; change management,"Develop and implement IT strategies for businesses; Apply PRINCE2 and agile project management methodologies; Manage multi-project, program and portfolio environments; Lead organizational change using models such as ADKAR; Address IT governance, compliance and stakeholder management in global IT projects",FIN-INF-120315,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/management-of-global-large-it-systems-in-international-companies-W62,"Master-level course on managing large global IT systems, covering IT strategy, project and portfolio management, governance, and change management in international companies.",
fin-999997,Masters Thesis,,de,FIN,30,Master,advanced,thesis,methods_skills,,thesis; scientific work; research,Independently solve a complex research or applied problem using scientific methods; Analyze a problem statement and compare possible solution approaches; Develop and critically evaluate an original solution; Assess results and their potential consequences; Explain findings and defend decisions and interpretations,FIN-INF-999997,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/masters-thesis,Master's thesis in which students independently develop an original scientific solution to a research or applied problem and defend their results.,
fin-102622,Medical Visualization,,en,FIN,6,Master,advanced,course,viz,,medical visualization; volume rendering; medical imaging,Apply methods for visualizing three-dimensional medical image data; Compare and evaluate medical volume-visualization methods; Use selected advanced medical visualization techniques; Apply interactive methods to medical image data,FIN-INF-102622,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-informatik-ab-sommer-2026-QKE/page/medical-visualization,"Course on medical visualization covering volume and surface visualization of 3D medical image data, virtual endoscopy, and vessel visualization.",
fin-120515,MLOps for Small Language Model Applications,,en,FIN,6,Master,advanced,course,ml_ai,software_sys,mlops; large language models; devops; python,"Develop and operate large and small language model applications following MLOps practices; Use container-based virtualization such as Docker; Apply configuration and automation tooling to LLM workflows; Implement CI/CD pipelines for LLM solutions; Test, deploy and support LLM-based systems with Python",FIN-INF-120515,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/mlops-for-small-language-model-applications,"Advanced course on applying MLOps practices to develop, test, automate and operate large and small language model applications.",
fin-120523,Narrative Visualization,,en,FIN,3,Master,core,seminar,viz,hci,narrative visualization; storytelling; science communication,Apply narrative visualization methods for science communication; Design and present data-driven stories; Select appropriate story-generation concepts and tools; Communicate research findings to varied audiences visually,FIN-INF-120523,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/narrative-visualization-nin,Seminar on narrative visualization techniques and tools for telling data-driven stories that support science communication.,
fin-120480,Parallel Storage Systems,,en,FIN,6,Master,core,course,software_sys,data_eng,parallel storage; parallel i/o; file systems; hpc,Understand the architecture of parallel storage systems; Optimize applications for I/O performance; Apply core concepts of parallel I/O; Build file systems with different persistence approaches in teams; Present technical solutions and results,FIN-INF-120480,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/parallel-storage-systems,"Course on the architecture of parallel storage systems and parallel I/O, optimizing applications for I/O performance on high-performance computing platforms.",
fin-120502,Principles and Practices of Scientific Work and Soft Skills,,en,FIN,6,Master,introductory,skills,methods_skills,innovation_mgmt,scientific work; soft skills; scientific writing; time management,Define and formulate goals and apply time-management methods; Conduct a systematic literature review; Identify and formulate research hypotheses; Structure and write a scientific publication or research proposal; Present research and apply teamwork and project-management practices,FIN-INF-120502,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/principles-and-practices-of-scientific-work-and-soft-skills,"Course teaching scientific working methods and transferable soft skills including literature review, scientific writing, presentation, time and project management.",
fin-120318,Recent Topics in Business Informatics,,en,FIN,6,Master,advanced,seminar,methods_skills,innovation_mgmt,business informatics; scientific writing; seminar,Independently acquire knowledge through research of scientific literature; Write a scientific paper with minimal supervision; Present research results and defend arguments in scientific discussion; Follow the steps of crafting a scientific publication from topic to conference,FIN-INF-120318,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/recent-topics-in-business-informatics-IOz,"Seminar in which students independently research a current business-informatics topic, write a scientific paper, and present and defend their results.",
fin-120525,Recommenders,,en,FIN,6,Master,advanced,course,ml_ai,data_eng,recommender systems; data mining; evaluation,Understand the business context and types of recommender systems; Apply advanced recommendation methods; Critically evaluate recommenders from mining and business perspectives; Account for adaptation and temporal behaviour in recommenders; Critically appraise off-the-shelf and state-of-the-art recommendation methods,FIN-INF-120525,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/recommenders-Ntz,"Advanced course on learning and evaluation methods for recommender systems, covering recommendation techniques, adaptation, and business and mining perspectives.",
fin-120507,"Scientific Project on Databases for Multi-Dimensional Data, Genomics, and modern Hardware",,en,FIN,6,Master,advanced,project,methods_skills,data_eng,databases; genomics; scientific project,Work and coordinate within a research team; Write academic papers and present scientific results; Independently acquire knowledge of an advanced research topic; Develop solutions on selected database topics; Critically assess one's own work,FIN-INF-120507,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/scientific-project-on-databases-for-multi-dimensional-data-genomics-and-modern-hardware-TxP,"Scientific project on advanced database research for multi-dimensional data, genomics, and modern hardware, with academic writing and presentation of results.",
fin-120528,Scientific Teamproject KMD,,en,FIN,6,Master,core,project,methods_skills,ml_ai; data_eng,team project; data mining; machine learning,"Solve a realistic data mining and data engineering task in a team; Assess the business costs and benefits of a proposed solution; Organize a team, distribute subtasks and manage milestones; Design a learning workflow, apply AI methods and evaluate models; Jointly develop a software solution and justify design decisions",FIN-INF-120528,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/scientific-teamproject-kmd,"Team project in which students collaboratively solve a realistic data mining and engineering task, building and evaluating a machine learning software solution.",
fin-120511,Scientific Writing,,en,FIN,6,Master,core,skills,methods_skills,,scientific writing; literature review; research proposal,"Conduct literature research to survey an area of interest; Identify open research questions and formulate hypotheses; Structure and write a scientific research proposal; Select solution methods for a scientific question; Prepare, present and defend research and evaluate others' work",FIN-INF-120511,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/scientific-writing,"Seminar on scientific writing, teaching literature research, hypothesis formulation, proposal writing, and presentation and evaluation of scientific work.",
fin-120505,Selected Chapters of IT Security: Orchestration of Mechanisms and Tools,,en,FIN,6,Master,advanced,project,software_sys,methods_skills,it security; security orchestration; research project,"Understand aspects of IT-security orchestration of mechanisms and tools; Independently address selected IT-security research questions; Evaluate and creatively extend existing security approaches; Identify security needs for a given application case and propose improvements; Implement, evaluate and assess a security solution and identify residual risks",FIN-INF-120505,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/selected-chapters-of-it-security-orchestration-of-mechanisms-and-tools-pGn,"Project on IT-security covering orchestration of security mechanisms and tools, in which students investigate, implement and evaluate solutions for an application case.",
fin-120504,"Selected Chapters of IT Security: Prevention, Detection, Attribution and Reaction",,en,FIN,6,Master,advanced,project,software_sys,methods_skills,it security; intrusion detection; research project,"Understand prevention, detection, attribution and reaction in IT security; Independently address selected IT-security research questions; Evaluate and creatively extend existing security approaches; Identify security needs for an application case and propose improvements; Implement, evaluate and assess a security solution and identify residual risks",FIN-INF-120504,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-informatik-ab-sommer-2026-QKE/page/selected-chapters-of-it-security-prevention-detection-attribution-and-reaction-N5v,"Project on IT-security covering prevention, detection, attribution and reaction, in which students investigate, implement and evaluate solutions for an application case.",
fin-120330,Seminar 'Advanced Topics of KMD',,en,FIN,6,Master,advanced,seminar,methods_skills,ml_ai; data_eng,data mining; seminar; knowledge discovery,"Collect and judge the relevance of literature on a specific topic; Compare data-mining methods, workflows and frameworks against criteria; Formulate evaluation criteria independently; Critically discuss advantages and caveats of published mining methods; Summarize and present findings to varied audiences",FIN-INF-120330,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/seminar-advanced-topics-of-kmd,"Seminar on advanced knowledge-mining and data-mining topics, training students to collect, compare, critically discuss and present scientific literature.",
fin-120489,Seminar on Advanced Topics of Predictive Maintenance,,en,FIN,6,Master,advanced,seminar,industry40,ml_ai; methods_skills,predictive maintenance; seminar; machine learning,Read and critically discuss scientific articles on predictive maintenance; Compare predictive-maintenance methods and weigh their pros and cons; Summarize article contents in a structured report; Present findings and answer audience questions; Reflect on challenges in predictive maintenance,FIN-INF-120489,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/seminar-on-advanced-topics-of-predictive-maintenance,"Seminar on advanced predictive-maintenance topics in which students read, compare, summarize and present scientific articles and reflect on key methods.",
fin-120514,Sensor Networks Seminar,,en,FIN,6,Master,advanced,seminar,software_sys,methods_skills; robotics,sensor networks; seminar; scientific writing,Independently research complex sensor-network topics; Write clear scientific articles; Present informative scientific talks; Understand challenges and methods in sensor networks; Relate sensor-network methods to practical applications,FIN-INF-120514,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/sensor-networks-seminar,"Seminar on sensor networks in which students research challenges and methods, write a scientific article, and present application-specific network designs.",
fin-120460,Software Defined Networking,,en,FIN,6,Master,core,course,software_sys,,software defined networking; openflow; nfv; network virtualization,"Understand software-defined networking concepts and architecture; Explain SDN concepts to others; Apply SDN concepts in theoretical and practical use cases; Work with network virtualization, slicing and NFV; Configure OpenFlow controllers and software switches",FIN-INF-120460,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/software-defined-networking,"Course on software-defined networking covering SDN architecture, interfaces, network and function virtualization, OpenFlow controllers, and SDN security.",
fin-120273,Software-Development for Industrial Robotics,,en,FIN,6,Master,core,course,robotics,software_sys,industrial robotics; robot programming; motion control,Understand core problems in industrial robotics; Apply mathematical modeling principles to robot motion; Program industrial robots for varied tasks; Develop a robot controller in a simulation environment; Implement point-to-point and linear motion control,FIN-INF-120273,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/software-development-for-industrial-robotics-BMF,"Course on software development for industrial robotics, emphasizing mathematical modeling and developing a robot controller with PTP and linear motion in simulation.",
fin-102419,Swarm Intelligence,,en,FIN,6,Master,advanced,course,ml_ai,robotics,swarm intelligence; optimization; swarm robotics,"Understand swarm intelligence concepts and definitions; Develop swarm algorithms for aggregation, movement and tracking; Apply swarm methods to optimization problems; Understand collective decision-making foundations; Implement, analyze and evaluate swarm algorithms across applications",FIN-INF-102419,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/swarm-intelligence,"Course on swarm intelligence in technical systems, covering swarm algorithms, collective decision-making, optimization, and applications including swarm robotics.",
fin-120286,Three-Dimensional & Advanced Interaction,,en,FIN,6,Master,advanced,course,hci,viz,3d interaction; post-wimp; gestural interaction; augmented reality,"Understand challenges of advanced and future user interfaces; Analyze and evaluate interaction technologies and techniques; Select suitable technologies for 3D and Post-WIMP interfaces; Apply tangible, gestural and multitouch interaction techniques; Critically analyze scientific HCI literature and conduct own research",FIN-INF-120286,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/three-dimensional-advanced-interaction,"Course on three-dimensional and advanced Post-WIMP user interfaces, covering tangible, gestural, multitouch, pen-based and augmented-reality interaction techniques.",
fin-103202,Transaction Processing,,en,FIN,6,Master,core,course,data_eng,,transactions; databases; serializability; recovery,Understand the theory of serializability; Apply transaction-management strategies for relational databases; Assess the performance of transaction protocols across use cases; Understand database backup and recovery mechanisms; Apply distributed and advanced transaction-processing principles,FIN-INF-103202,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/transaction-processing-yFO,"Course on transaction processing covering serializability theory, concurrency control, recovery, replication, and transactions in distributed database systems.",
fin-120527,Virtual and Augmented Reality I,,en,FIN,6,Master,core,course,viz,hci,virtual reality; augmented reality; tracking; rendering,"Understand human-computer interaction and perceptual aspects of VR/AR; Apply technical fundamentals of tracking, rendering and AR registration; Design, program and test a VR/AR system; Develop and evaluate a VR/AR tool in a team; Present project results and manage team conflicts",FIN-INF-120527,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-visual-computing-from-summer-2026-wct/page/virtual-and-augmented-reality-i,"Course on virtual and augmented reality covering perception, tracking, rendering and AR registration, with team development and evaluation of a VR/AR tool.",
fin-120524,Visual Analytics,,en,FIN,6,Master,core,course,viz,ml_ai; data_eng,visual analytics; clustering; business data,Apply machine learning methods and visualize their results; Analyze financial and business data using visual analytics; Use statistical methods to improve visual analytics solutions; Assess and compare clustering methods; Design visual analytics with decision trees and association rules,FIN-INF-120524,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/visual-analytics,"Course on visual analytics combining machine learning and visualization to analyze financial and business data via clustering, decision trees and association rules.",
fin-120476,Visual Analytics in Health Care,,en,FIN,3,Master,advanced,seminar,viz,data_eng,visual analytics; healthcare; epidemiology,Know visual analytics solutions used in public healthcare; Interpret and evaluate public healthcare data; Present and explain visual analytics solutions for healthcare scenarios; Apply visual analytics in epidemiology and clinical medicine,FIN-INF-120476,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/visual-analytics-in-health-care,"Seminar on applying visual analytics to public-health and clinical data, covering epidemiology, clinical medicine, and detection of adverse drug effects.",
fin-102812,Visualization,,en,FIN,6,Master,core,course,viz,data_eng,visualization; visual perception; information visualization; dashboards,Understand how visual perception affects visualization effectiveness; Apply basic visualization techniques and algorithms; Generate appropriate visualizations for business and statistical data; Visualize multi-dimensional and volume data; Design dashboards and information visualizations,FIN-INF-102812,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/visualization,"Course on visualization fundamentals covering visual perception, basic algorithms, volume and information visualization, and dashboard design for data analysis.",
fin-120478,VLBA – Cloud DevOps Technologies,,en,FIN,6,Master,core,course,software_sys,,cloud; devops; docker; infrastructure as code,"Work with UNIX operating systems; Use container-based virtualization such as Docker; Program in higher-level languages such as Python; Apply configuration and automation tools such as Ansible, Salt and Terraform; Implement CI/CD and design, test and support cloud IT systems",FIN-INF-120478,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/vlba-cloud-devops-technologies,"Course on cloud and DevOps technologies, covering UNIX, Docker, Python automation with Ansible, Salt and Terraform, and continuous integration and delivery.",
fmb-603053,Advanced Applications of Industry 4.0-Technologies,Komplexe Anwendungen von Industrie 4.0-Technologien,en,FMB,5,Master,advanced,course,industry40,logistics; innovation_mgmt,industry 4.0; digitalization; business models; production,"Understand application fields of Industry 4.0 technologies in production, logistics and mobility; Evaluate the impact of global trends on production, retail and logistics companies; Identify application fields and assess potentials and risks; Manage phases of digitalization projects; Apply frameworks and tools to develop and optimize business models",603053,Modulkatalog FMB-Masterstudiengänge (PDF),,"Advanced course on applying Industry 4.0 technologies in production, logistics and mobility, analyzing application fields, trends and emerging business models.",
fmb-103805,,Advanced Database Models,en,FMB,5,Master,advanced,course,data_eng,,databases; data models; data management,Apply advanced and non-relational database models; Compare data models for specialized application domains; Select appropriate database technologies for given workloads; Reason about modern data management concepts,103805,Modulkatalog FMB-Masterstudiengänge (PDF),,An advanced course on database models and modern data management concepts taught through lectures and exercises.,
fmb-702112,Advanced Fluid Dynamics,,en,FMB,5,Master,advanced,course,sim_num,mech_mat,fluid dynamics; navier-stokes; compressible flow,Apply different forms of the Bernoulli equation to realistic flows; Distinguish and solve incompressible and compressible flows; Apply Navier-Stokes equations and similarity theory; Compute forces and torques induced by fluid flows,702112,Modulkatalog FMB-Masterstudiengänge (PDF),,"An advanced course on fluid dynamics covering Bernoulli relations, Navier-Stokes equations and compressible and turbulent flows.",
fmb-601470,Advanced Mechanics of Materials,Fortgeschrittene Werkstoffmechanik,en,FMB,5,Master,advanced,course,mech_mat,sim_num; ml_ai,material modeling; fracture mechanics; plasticity; fatigue,Formulate and apply constitutive material models; Analyze anisotropic elasticity and inelastic material behavior; Evaluate fracture mechanics and fatigue under complex loading; Apply non-local and peridynamic modeling approaches; Use AI-supported and data-driven methods for material modeling,601470,Modulkatalog FMB-Masterstudiengänge (PDF),,"Advanced study of mechanical material behavior, constitutive modeling, fracture and fatigue, including non-local and AI-supported data-driven approaches.",
fmb-502294,Advanced Topics in Numerical Linear Algebra,,en,FMB,5,Master,advanced,course,sim_num,ml_ai,numerical linear algebra; matrix functions; randomized algorithms,Solve matrix equations for linear and quadratic systems; Compute and approximate matrix functions; Apply randomized algorithms in numerical linear algebra; Select numerical methods for dense and structured problems,502294,Modulkatalog FMB-Masterstudiengänge (PDF),,"An advanced course on numerical linear algebra covering matrix equations, matrix functions and randomized algorithms.",
fmb-800461,,Analyse und Berechnung elektrischer Systeme,de,FMB,5,Master,core,course,sim_num,energy_sustain,electrical networks; magnetic circuits; simulation,Simulate and analyze electrical networks in time and frequency domain; Apply analytical and numerical methods to magnetic circuits; Model mechanical systems as equivalent electrical networks; Simulate magnetic fields and combine network and field methods,800461,Modulkatalog FMB-Masterstudiengänge (PDF),,A course on analytical and numerical methods for simulating and analyzing electrical networks and magnetic circuits.,
fmb-601170,Applied Engineering Design,Angewandte Konstruktionstechnik,de,FMB,5,Master,core,course,design_plm,innovation_mgmt,engineering design; systems engineering; product development,Apply systematic product development processes; Use systems engineering approaches across disciplines; Carry out methodical conceptual and detailed design; Manage interdisciplinary design projects in teams; Apply quality-oriented product development methods,601170,Modulkatalog FMB-Masterstudiengänge (PDF),,"Methodical engineering design covering the product development process, systems engineering, interdisciplinary information flows and team-based project work.",
fmb-601400,Applied Engineering Design,Applied Game Design,en,FMB,5,Master,core,project,design_plm,innovation_mgmt,engineering design; product development; design methodology,"Systematically develop, calculate and design products; Apply methodical design from idea generation to final product; Generate and evaluate alternative solution concepts; Establish function structures and clarify design tasks; Collaborate in interdisciplinary engineering design teams",601400,Modulkatalog FMB-Masterstudiengänge (PDF),,"Systematic product development from idea to final design, reinforced by an interdisciplinary engineering design group project.",
fmb-601376,Applied FEM,Angewandte FEM,de,FMB,5,Master,core,course,sim_num,mech_mat; design_plm,fem; structural analysis; simulation; structural dynamics,"Apply the finite element method to strength and structural analysis; Select appropriate meshing methods and material models; Evaluate simulation results and assess solution accuracy; Model contact problems and perform model reduction; Conduct eigenvalue, harmonic and transient structural dynamics analyses",601376,Modulkatalog FMB-Masterstudiengänge (PDF),,"Applied finite element analysis for product strength and structural simulation, covering meshing, material models, contact and structural dynamics.",
fmb-601166,CAx Applications,CAx-Anwendungen,de,FMB,5,Master,core,course,design_plm,sim_num; manufacturing,cax; cad; cae; product lifecycle,"Apply CAx tools across the product lifecycle; Build 3D CAD models using B-Rep, CSG and parametric methods; Use CAE simulation including FEM, CFD and multibody systems; Apply topology and shape optimization techniques; Integrate CAP and CAM in the digital process chain",601166,Modulkatalog FMB-Masterstudiengänge (PDF),,"Overview of CAx applications across the product lifecycle, covering CAD modeling, CAE simulation, optimization, and CAP/CAM process integration.",
fmb-604299,CAx Basics,CAx-Grundlagen,en,FMB,5,Master,introductory,course,design_plm,data_eng,cax; cad; plm; 3d modelling,"Use computer-aided tools in product development; Build product models and apply 3D modelling procedures; Familiarize quickly with CAx systems; Manage product data, interfaces and archiving; Apply Product Lifecycle Management (PLM) fundamentals",604299,Modulkatalog FMB-Masterstudiengänge (PDF),,"Foundational computer-aided design course covering CAx systems, product models, 3D modelling procedures, product data management and PLM basics.",
fmb-601167,CAx Management,CAx-Management,de,FMB,5,Master,core,course,design_plm,innovation_mgmt,cax management; plm; product lifecycle costing,Plan introduction and migration of CAx systems; Assess the economic efficiency of CAx systems; Apply cost methods to predict product costs across the lifecycle; Manage CAx systems and applications; Evaluate new technologies using the BAPM method,601167,Modulkatalog FMB-Masterstudiengänge (PDF),,"Management of CAx systems, covering system introduction and migration, economic efficiency assessment, lifecycle costing and technology evaluation.",
fmb-601402,Collaboration in Supply Networks,,en,FMB,5,Master,core,course,logistics,innovation_mgmt,supply chain; collaboration; logistics networks,Identify information and coordination deficiencies in supply networks; Apply approaches and rules for collaborative management; Conduct solution-oriented negotiations and contracts; Use collaborative IT tools to control supply networks; Design and apply key performance indicator systems,601402,Modulkatalog FMB-Masterstudiengänge (PDF),,"Collaborative management of supply networks, addressing coordination deficiencies, trust-based partnerships, negotiation, and collaborative IT control tools.",
